,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Popularity,Label
581,UCiP6wD_tYlYLYh3agzbByWQ,FitnessBlender,2010-01-19,Over 500 free full length workout videos + new workouts every Monday - Subscribe to never miss a new workout! Track your workouts and progress with our free ...,Fitness,678,4957363,4957363,798168541,803126582,Popular
676,UCIJwWYOfsCfz6PjxbONYXSg,blogilates,2009-06-13,"Full length POP Pilates, PIIT28 and fun Bootcamp Sculpting workouts to Top 40 Hits with certified fitness instructor Cassey Ho. Make sure you download the ...",Fitness,2117,4146234,4146234,564392849,568541200,Popular
630,UCtcQ6TPwXAYgZ1Mcl3M1vng,CrossFit®,2008-02-05,"CrossFit® is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, ...",Fitness,309,1219400,1219400,538123334,539343043,Popular
637,UC4FhvdvgZU5CVbXi2uWgiZg,TwinMuscle,2010-09-21,"Keith and Kevin Hodge, the Hodgetwins, are famously known for their comedy, fitness commentary, and relationship advice on their YouTube channels ...",Fitness,14964,1951532,1951532,421021062,422987558,Popular
583,UCEtMRF1ywKMc4sf3EXYyDzw,ScottHermanFitness,2009-05-25,NEW VIDEOS EVERY TUESDAY & THURSDAY! Scott Herman Fitness is here to help you reach your goals. With quality content here and on ...,Fitness,4938,1838582,1838582,334003118,335846638,Popular
645,UCg_tz2iw7_-gf2xIL-DdM2g,Kali Muscle,2008-04-10,"I'm here to Motivate and Inspire. I upload daily videos relating to Fitness, Gaming, Cooking and Vlogs. Thank You For Supporting My Channel!",Fitness,570,1690870,1690870,310250024,311941464,Popular
584,UCBINFWq52ShSgUFEoynfSwg,POPSUGAR Fitness,2010-11-22,"POPSUGAR Fitness offers fresh fitness tutorials, workouts, and exercises that will help you on your road to healthy living, weight loss, and stress relief. Check out ...",Fitness,96,2095176,2095176,288229983,290325255,Popular
664,UCfzp-VtceORLoJlX32OcbdA,BikiniModelFitness,2010-05-21,"The best, hottest, and Sexist Female Fitness and Bikini Models teaching you how to get a hot body.",Fitness,193,962723,962723,267699896,268662812,Popular
642,UCD0nBMLdq_KbIK9u-mzpNkA,BeFiT,2006-08-12,"Get high-quality workouts & re-shape your body from head to toe with BeFit! Transform yourself with top fitness trainers like Denise Austin, Jane Fonda, Billy ...",Fitness,281,2825003,2825003,259234238,262059522,Popular
587,UCyqR7WkL8i1b6xtSssDmW9w,The Fitness Marshall,2014-09-11,BOOTIES AT ATTENTION! Get ready to sweat yourself sexy with The Fitness Marshalll!! Original Cardio Concerts created by Caleb Marshall. Choose your songs ...,Fitness,0,1266652,1266652,200299838,201566490,Popular
651,UCU1iJ2ChGwaNLvBjip0p2Ag,Christian Guzman,2012-03-16,The Official Page Of Christian Guzman.,Fitness,58,827857,827857,180763623,181591538,Popular
683,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,2014-06-24,"Join the #FizzFam! We make DAILY videos where our mission is to make you smile! SUBSCRIBE FOR A DAILY DOSE OF HAPPINESS! Hold on, let's properly ...",Fitness,0,732083,732083,148279824,149011907,0
678,UCM49GyZHNJOtv4ZSswMzy8A,Zumba,2006-06-01,The Zumba® program is a fitness-party with a contagious blend of Latin and international rhythms that provides a fun and effective workout to a global ...,Fitness,722,755912,755912,143540695,144297329,0
643,UCaHx0T1LWrVKWF1XfWWLSuw,OmarIsuf,2009-04-12,FOR BUSINESS E-MAILS CONTACT sales@raskolapparel.com.,Fitness,708,706857,706857,140984417,141691982,0
689,UClzDIMsdz5O5hHNz4iRgGTw,Health And Fitness,2013-10-07,T-series presents Guru Mann's Health and Fitness Channel. One stop place for all your health queries and fitness programs. Guru Mann a Certified fitness ...,Fitness,0,1118198,1118198,116183262,117301460,0
657,UCe072WU1CTmEZhkPS4bM6cQ,Brandon Carter,2012-12-02,"Free Workout Videos! (F.A.Q. 6'2 / 190 lbs) Best Selling Author, Speed Reader, Fitness Expert.",Fitness,45,750272,750272,109629467,110379784,0
631,UCzzYnZ8GIzfB1Vr3hk2Nj9Q,Tiger Fitness,2009-11-20,"NEW VIDEOS DAILY! Fitness channel led by TigerFitness.com CMO/MTS Nutrition CEO Marc Lobliner covering all topics related to fitness, current events and ...",Fitness,378,354581,354581,94698112,95053071,0
605,UCUtuu_E98WkoEYZbLaqj0og,Female Fitness Motivation,2015-04-17,"Hi? If you would prefer to see or not to see your work here, please write to our email stepyurch@gmail.com, and the video will be added or deleted in a few ...",Fitness,0,180319,180319,94218331,94398650,0
597,UChXRi2xTPZ8J5lznBNuMCOw,Rohit Khatri Fitness,2016-12-19,"hello to all this is Rohit Khatri - i make ajeeb videos. My videos make, Men out of boy. So, keep loving and subscribe to my YouTube channel for more updates.",Fitness,0,1833441,1833441,87435542,89268983,0
691,UCHR8buHJs3fPOIuWQx_dkCw,Adicto Al Fitness,2013-02-07,"Creemos firmemente que puedes conseguir lo que te propongas, sólo hace falta trabajo duro, disciplina y objetivos claros!! Aquí te daremos Consejos de ...",Fitness,1,971577,971577,83453070,84424648,0
638,UCb1sAjU1m57NqTdGpvao8Sg,MrYorkieLover Fitness,2009-05-04,"Bodybuilding, Nutrition, Leroy Colbert, Astrology, Surf & Skate, & Dating.",Fitness,167,0,0,77156085,77156252,0
695,UCqVof1x_T_7xEcv4_LQetOg,Dance Fitness with Jessica,2014-02-20,Hey Ya'll! my name is Jessica! I have been teaching dance classes for over 6 years now. My goal is to help inspire and motivate people to make positive ...,Fitness,0,509966,509966,74675264,75185230,0
672,UCrd4Hfglr4EczsLXKdGvCLA,Zuzka Light,2011-12-17,"My name is Zuzka Light, and my channel is all about Fitness, Healthy Lifestyle and Holistic Health. I post tips about exercise and diet every single week.",Fitness,1914,583555,583555,71104433,71689902,0
661,UCwher3o4YKb85XUztEh53Eg,Lee Hayward,2006-11-08,Since 1999 my Total Fitness Bodybuilding website has been online helping people build better bodies. I've been around since the start of the online ...,Fitness,3489,252624,252624,69708671,69964784,0
608,UCXTo3dt8TiauxltUe2HJdhg,Rogue Fitness,2009-01-27,,Fitness,0,228159,228159,68283640,68511799,0
667,UCEFHwgY3M8_4w1T5QpC_i_A,My Fitness Girls,2014-02-03,MY FITNESS GIRLS is a channel that features various motivational videos performed by models and fitness athletes. The channel contains several videos about ...,Fitness,0,0,0,64746075,64746075,0
644,UCFMFYU4YCZ0X0oft8AawOcg,Williams Fitness,2016-02-28,"""Home Of The Gainz"" The Protein Works Discount   20% OFF EVERYTHING LINK: http://bit.ly/2sX3vyz CODE: WILLFIT20 Support The Channel   ...",Fitness,0,103033,103033,62967199,63070232,0
633,UCNqbcf-5nORpyfzrqQNLSVw,Jason Blaha Fitness,2013-10-18,"Jason Blaha Fitness covers training, nutrition and social information around the topics of gaining muscle, losing fat, improving athletic performance & fitness for ...",Fitness,0,0,0,59539452,59539452,0
585,UConrMq-4C_ykPGueZ1qczlg,superherofitnesstv,2011-09-27,My name is Keaira LaShae. I'm a SINGER/DANCER and professional fitness trainer!! SIGN UP NOW to IfYouCanMove.com to get BRAND NEW WORKOUTS ...,Fitness,265,720963,720963,57843849,58565077,0
682,UClVxlTdjXCH02L9WtiPu_rg,Kanekin Fitness,2014-11-12,Hey everyone! 「金筋」へようこそ！筋トレや健康生活に興味があるなら、このチャンネルは君にぴったり！:）,Fitness,0,189606,189606,55301289,55490895,0
681,UCb1TOrjCWjxnAomfr6n_bpQ,ERNEST DIFT - THE FITNESS BOY,2014-03-25,"""El fitness, es mi manera de enfocar la vida de una manera distinta. Saludable e invasora, que siempre esta ahí para hacerme sentir bien. Conócela y.",Fitness,0,638836,638836,53918957,54557793,0
677,UC1CVzH-XVr3E-kTT6D8hhfg,FitnessFAQs,2010-01-08,Build Muscle & Strength by Bodyweight.,Fitness,271,491840,491840,53912556,54404667,0
635,UCMIa0Y6LYsnkduN7fCKBx-A,Rhyanna Watson,2013-01-25,"Welcome to my world of fitness & fun! I'm Rhy a fitness enthusiast. Staying fit, trying new things & enjoying life is something I strive for everyday. My Channel is ...",Fitness,0,98932,98932,50480848,50579780,0
589,UCiH4auDlkM0tgn9ewT3B1Vw,Sascha Fitness,2014-06-26,"Hola Chicos! bienvenidos a mi canal, un espacio lleno de información y motivación! Mi objetivo es que aprendan muchísimo, tengan todas las herramientas ...",Fitness,0,961207,961207,46802665,47763872,0
646,UCmaqzK94PwSEDET8HEQ_pTQ,Generation Iron Fitness & Bodybuilding Network,2012-05-08,Welcome to the Generation Iron Fitness Network. The number one source for everything bodybuilding. Providing exclusive original content that continues to ...,Fitness,0,186475,186475,46311279,46497754,0
684,UCcxfwrMPiJU47se3xpdrpQw,UNSATISFIED - Ege Fitness,2016-07-02,UNSATISFIED !! Refused to be AVERAGE !!,Fitness,0,0,0,45467657,45467657,0
685,UCi0AqmA_3DGPFCu5qY0LLSg,Rebecca-Louise,2012-09-22,"Welcome to the #RALPHIES! A fun loving community working out together and inspired to be more! Join us to get confident, strong and have some FUN!",Fitness,1,399265,399265,43839122,44238388,0
590,UCdnioRJZSXZoj5cl9Oys-nA,Lex Fitness,2010-02-08,"The Official YouTube Channel of Lex Griffin The truth about how to get in real shape! Plus a look at my life in the fitness world: The Travel, The Training, The ...",Fitness,28,430674,430674,41400746,41831448,0
670,UCFoe1jpBJZB9sPUDoLMykGA,Lumowell - fitness | Español,2014-12-23,Wellness y fitness evolucionado. Videos para mejorar la salud y el bienestar.,Fitness,0,438286,438286,39167836,39606122,0
649,UC2ycqdFV0EmY5LmfM9mWkQg,Brian Turner,2012-11-22,"My name is Brian Turner and I'm an 9 year natural vegan bodybuilder who's here to relate, teach a bit and have fun with you guys through my videos! I live in ...",Fitness,6,244187,244187,37671818,37916011,0
592,UCnyOvzIf2RJFmAVZWI-wS0A,FITNESS ADDICT,2015-10-08,"TYRONE THE FITNESS ADDICT IS A BODY BUILDER HERE TO HELP, INSPIRE AND MOTIVATE. IF YOU HAVE ANY FITNESS RELATED QUESTIONS DONT ...",Fitness,0,314840,314840,34134972,34449812,0
693,UC3g6isgZShtLsfpY-MBawmw,Sam's Fitness - Gym Equipment,2009-01-14,"Sam's Fitness - Gym Equipment is the Australian distributor of Barbarian Line, Powertec and Ironmaster gym equipment. We stock a complete range of squat ...",Fitness,0,76048,76048,33955509,34031557,0
686,UCU7J3bxynfGRz--EFZ9-Dvw,Rob Lipsett,2011-11-14,The official YouTube channel of Rob Lipsett.,Fitness,0,364525,364525,33326124,33690649,0
679,UCynYFK5Rt5yXdG7Sw0hbAgg,Brett Cap,2013-03-22,"I'm here to help you help yourself. My guy and girl-friendly, at-home and gym workout routines are easy to follow at any fitness level. I also share healthy recipes ...",Fitness,394,544352,544352,29202592,29747338,0
659,UCNfwT9xv00lNZ7P6J6YhjrQ,Brandon Campbell Diamond,2012-04-24,Lift heavy. Eat Well. Gains.,Fitness,181,178973,178973,29141890,29321044,0
606,UCGaweJW8AnsV2ogktwOaWhQ,K's Perfect Fitness TV,2011-06-22,"Welcome to K's PFTV - I'm Kristen. I'm an American professional dancer & personal trainer based in London, UK. My channel is all about fitness, workouts, and ...",Fitness,45,175998,175998,27617473,27793516,0
663,UCWz3CWyJHJMiK8IzNnmJw5Q,Road To Glory,2013-08-22,B a part of a German Fitness Channel that makes differences! Follow ✓ Share ✓ Impressum: http://shop.myroadtoglory.net/Impressum.,Fitness,2,122219,122219,26186295,26308516,0
600,UCXCXlnpZq5iHqGI8DA9mv5g,Fitness Instagram,2016-09-06,Регулярные видео фитоняшек и бикининисток из инстаграм. Их тренировки и позирования перед камерой. Ежеднев...,Fitness,0,65164,65164,25842201,25907365,0
688,UCNwgXivmou8MFoWNNi5Imbw,vicsnatural workout and fitness channel,2007-08-04,"Vicsnatural is the best exercise, health, fitness and workout channel. The channel offers videos on how-to perform exercise movements for overall fitness and ...",Fitness,944,179970,179970,25163870,25344784,0
591,UCKO8zrU3WTo_L-QZw3VQ1aQ,Koboko Fitness,2016-06-14,Fitness channel with the BEST at home workouts for women. I am a Certified Personal Trainer (CPT) trained by the American Council on Exercise and Stanford ...,Fitness,0,323631,323631,22958134,23281765,0
641,UCNuhsivb85Co_zmwBbYDHKQ,barthelfitness,2009-07-31,"Barthel Fitness is a youtube channel revolved around fitness and bodybuilding. Videos in the kitchen, the gym and so much more. We are also a global ...",Fitness,1094,80326,80326,22999966,23081386,0
692,UCNo5ccPlcZJ2f82olCRebDA,HappyAndFitFitness,2012-11-02,"Atemberaubende Beine? Knackarsch? Definierte Arme und ein starker Rücken? Um fit zu sein, brauchst du kein Fitnessstudio! Trainiere da, wo du gerade bist.",Fitness,0,150266,150266,22692029,22842295,0
658,UCn2DsMZcx7zrzaIWs58eX2w,Aleš Lamka - Fitness,2014-04-19,Aleš Lamka - Fitness -- Like a superhuman -- Dělej co tě baví! - Online trenér - http://aleslamka.cz/online-trener/ - Tréninková videa - Aktuální informace o mém ...,Fitness,0,123347,123347,22649541,22772888,0
647,UCwJfDTNqtM5n-dQBfuuHzYw,Men's Health,2009-03-25,"The official YouTube channel for Men's Health magazine. Actionable tips and expert advice on fitness, health, nutrition, weight loss, sex and relationships, style, ...",Fitness,21,193800,193800,18210317,18404138,0
665,UCW6EhFcuDNhi9XWMYlxTw5g,Melissa Bender,2007-08-06,"100% Free Home Workouts! New exercise videos 3-5 Days Per Week. Full Workout Breakdowns, Huge Variety of Exercise Moves, Recipes, and Tips for Healthy ...",Fitness,26,107553,107553,16682838,16790417,0
623,UCwGqtA3ol2I1bYeFr0pvZGQ,Angel Fitness,2014-01-26,"Acest canal este creat pentru tine, incepator sau nu, in domeniul de fitness, pentru a-ti oferi informatii legate de nutritie, antrenamente, exercitii, provocari, ...",Fitness,0,110376,110376,15504353,15614729,0
652,UCeqR0F3O1V11CiiOaJbd1pw,MattDoesFitness,2013-03-20,My name is Matt and I do fitness. I also eat quite a lot...,Fitness,2,140003,140003,15397037,15537042,0
669,UCvCwGWW0od-BCfRtU2euaLg,SeanVigueFitness,2009-08-16,"New workouts posted each week* Hello friend! I have the honor of being the ""Most Watched Online Yoga and Pilates Guy"" and was recently named one of the ...",Fitness,123,123708,123708,15001764,15125595,0
582,UCXxIurzUx2ztE6D5IzcyTcw,Love Sweat Fitness,2014-01-02,"Good Things Come to Those Who Sweat! Subscribe to Love Sweat Fitness to be a part of Team LSF! New videos every Monday w/ no-equipment, at home ...",Fitness,0,290997,290997,14824839,15115836,0
690,UCtg-WxwloE0cwFeIea7ckqw,Tony Horton,2013-09-17,"Tony Horton has created some of America's most groundbreaking fitness programs—P90X®, P90X2®, 10-Minute Trainer®, Power90®, and now ...",Fitness,0,219443,219443,14225700,14445143,0
650,UCrnXgvpJ56xtqVvsKh8RYYw,BigJsExtremeFitness,2009-03-07,A HardCore Gym for REAL results!! Passionate about spreading knowledge on safe INTENSE training no matter how young or old you are. We are all brothers ...,Fitness,794,103248,103248,12969687,13073729,0
580,UC4urAor1TKMTzlR2N9wFioA,Brittany Dawn Fitness,2014-03-17,"Hello there! I'm Brittany Dawn: a blonde-headed Texas girl who loves all things fitness, food, and beauty related. My videos typically consist of my meals, ...",Fitness,0,216638,216638,11954995,12171633,0
675,UCrF6sYzdIgo64yi5GlcSsDw,Pain & Gain Fitness,2011-03-28,Management: Christian Torres Video Edit: Denisse Marfil Booking Only: markethinkr@gmail.com (Business Only) For Questions and Comments: ...,Fitness,12,0,0,11431963,11431975,0
696,UC55arnpcgz2f1BuqmyzrHdA,GoKo Fitness,2014-10-25,"Moin Leute, dieser Kanal dient maßgeblich der Aufklärung zur dunklen Seite des Kraftsports. Ich bin dazu gekommen, da mich immer mehr gerade junge ...",Fitness,0,64606,64606,11235990,11300596,0
687,UCLM7hSlT14X9FQbskiexIQw,Feminine Fitness,2013-05-02,,Fitness,1,71262,71262,10802429,10873692,0
666,UCXqj4IW0j9xMUxaHbLlerOA,Fitness & Music,2014-05-02,"The channel dedicated to those who love taking care of his health and body. Aerobics, Fitness, Workout, Jogging, Running, etc. in the best playlist to enhance ...",Fitness,0,30955,30955,9219639,9250594,0
599,UCc65EHryRX6YTgwG20wxGXw,NJ Fitness,2012-03-12,"We are certified Zumba® instructors from India,Hyderabad. Naveen Kumar and Jyothi Puli.We show our Passion and Love towards Zumba fitness. We started ...",Fitness,0,36355,36355,8718785,8755140,0
639,UC77goSo0vhnhNqHC5qersNg,IFBB TV Official,2011-04-12,The International Federation of Bodybuilding and Fitness (IFBB) is a competitive bodybuilding organization founded in 1946 by brothers Ben and Joe Weider.,Fitness,4,29455,29455,8660131,8689590,0
662,UCYf8u3wvgty9YJ_lwXtjKWA,Gamers Fitness Group,2013-08-28,Gamers Fitness Group is a channel for The gamer who not only wants to stay fit but also still stays true to their roots as a Gamer. GFG is a channel to show others ...,Fitness,0,33266,33266,8561839,8595105,0
656,UCGEHjlrUbMIU2Z4BDAqRTEQ,FITNESS Magazine,2006-09-26,"At FITNESS Magazine, we're here to help you get healthy with workouts, healthy recipes and diet plans, fitness and beauty advice and inspiring success stories ...",Fitness,31,32240,32240,7769837,7802108,0
596,UCwXvdfehcNUsoVmI5VNyDZQ,Heaven Seven Fitness 777,2014-05-13,"Hello Welcome❤SUBCRIBE MY FITNESS MOTIVATION CHANNEL THANKS SO MUCH❤ All about Fitness, Workouts, Diet Tips, and Exercise Beautiful ...",Fitness,0,23874,23874,7510989,7534863,0
694,UCDlzhl0gOmqB_iV6C39wiTw,Boyko Fitness Family,2014-10-09,,Fitness,0,106573,106573,7389302,7495875,0
660,UCNeLFVqmsz1ykGWxIzapHHw,Men's Fitness,2012-06-19,"Men's Fitness Magazine: Everything for every man. Improve your strength, endurance, health and style with expert tips.",Fitness,0,34684,34684,6686391,6721075,0
648,UCnR_8DU5JCG0y95uI_5ynPw,Ben Greenfield Fitness,2008-07-15,"Nutrition, exercise, fat loss and health videos from http://www.BenGreenfieldFitness.com, the web's top source for free performance, nutrition and fat loss advice, ...",Fitness,12,34973,34973,6355060,6390045,0
632,UC41kgkOx1d3S2qrcSfjRBuA,Fitness Models,2014-08-04,Fitness Models is your fitness universe.,Fitness,0,0,0,6186504,6186504,0
616,UCZP1pu-K5ln7GQfv4oQQ00Q,Fledge Fitness,2006-06-01,Fledge Fitness is dedicated to bringing you top quality weight loss information. Lose weight using intermittent fasting and see how great your body will feel and ...,Fitness,15,67802,67802,5849599,5917416,0
615,UCaD8iiVr2i1GSP1oaEKSOzg,Z Sweat Dance & Fitness,2016-05-07,"Hello and welcome to our channel! Z Sweat Dance and Fitness is a new studio in Maryland, US. Opened by two friends and entrepreneurs, Mariela and Nati, our ...",Fitness,0,12318,12318,4518410,4530728,0
586,UCsOhTZB6d41g0xStQzO_qxQ,SA Fitness,2017-08-23,SA First Fitness TV Please subscribe to our channel and like our videos This channel is not affiliated with any political party and therefore we somehow don't ...,Fitness,0,10388,10388,4417859,4428247,0
634,UC-SvIaMolsKG21sCBHDJFBA,Fitness Atlantic,2006-09-03,"""From Spectacular Staging with Concert Music and Lighting, This one has it all!"" ""The Fitness Atlantic Championship is one of the largest fitness, model, and ...",Fitness,16,5141,5141,3885498,3890655,0
609,UCPbyT8IyohY6V8ZVfI9uHug,Lucy Davis Fit,2016-01-27,"Hello, hiiiiii and welcome to my channel! I'm Lucy, 21 year olds with a huge passion for fitness and living a happy and healthy lifestyle! I'm currently living in ...",Fitness,0,79626,79626,3090546,3170172,0
636,UC9Jo9_zmVw5n9jrmAOB6BnA,WILLITARY FITNESS! FIT FUN AT HOME!,2007-05-19,POWERFUL WORKOUT ROUTINES TO HOT MUSIC!,Fitness,1,21685,21685,2916979,2938665,0
611,UCMgTNTP-Kw5kWBhs0pcaOwA,Celebrity Fitness,2010-03-15,Celebrity Fitness pioneered the concept of combining a fitness center and entertainment.,Fitness,2,1452,1452,2176809,2178263,0
621,UCtsx-BiD2FX52w-0rS6A-YQ,Urdu Health and Fitness,2017-08-11,Is Channel Par Hum Har Roz Aap Ke Liye Video Upload Karte Hain.Aap Un Ko Dekh Kar Apni Health Se Related Fawaid Utha Sakte Hain Aur Healthy Life Jee ...,Fitness,0,8217,8217,2104240,2112457,0
668,UCe48zO2uEpUP-XtI8rxv6sg,Relentless Jake Fitness,2013-06-04,Welcome to my fun workout channel where fitness is life! My goal is to make fitness and working out enjoyable and adaptable for everyone looking to get into the ...,Fitness,0,30128,30128,1786377,1816505,0
626,UCF6_9wm4-uMD1zEZmJWJeAQ,Biviany BDT Fitness,2011-10-06,"my channel is about being healthy, work outs, healthy choices, beauty, make-up, hair tutorials, word of advises and what ever i can do for you guys.",Fitness,0,37715,37715,1486431,1524146,0
655,UCGiexTMZyCgAcypIvqhpVgQ,EVOLVE FITNESS & HEALTH,2013-11-28,"Daily videos instructing how to perform new exercises, and occasional playlists showing you quick workouts you can do anywhere, based on the Evolve ...",Fitness,0,4628,4628,1489089,1493717,0
593,UCTmN4_WItWyEQKTrOPis1OA,The Fitness Sisters - Rachel & Emma Dillon,2014-04-27,"Hey babes! It's The Fitness Sisters! Welcome to our YouTube Channel! Embracing health and fitness has changed our lives, and we want it to change yours too!",Fitness,0,35344,35344,1218513,1253857,0
618,UC4bcZ2b4kS4sOHsCPyBXcDg,Fitness Gang Kerala,2017-05-15,"Fitness tips in malayalam and english: we cover topics related to yoga, gym, zumba, salsa, motivation, personality development, various health and well being ...",Fitness,0,29321,29321,1188100,1217421,0
627,UCC9lN20FuCXMAm1PbDX9GpA,LIONZ Fitness,2017-08-10,"Original LIONZ Fitness, about Fitness Motivation, Workout Motivation, Bodybuilding Motivation.",Fitness,0,12675,12675,1162513,1175188,0
654,UCU6G1fkeesHqjJAC2oM4lyg,Premier Fitness Systems,2010-03-17,Premier Fitness Systems is a Fitness studio located in Scottsdale Arizona. Our mission is to motivate and educate individuals to achieve a healthier way of life.,Fitness,2,4561,4561,1014121,1018684,0
613,UCc8ZklqgSPSUZ6yW71aHTgw,Horizon Fitness,2010-10-07,,Fitness,0,1499,1499,847580,849079,0
617,UCTVF47O4nrLDMRKkxtAppag,Saurabh's Fitness,2017-06-06,A normal Guy Who knows Some Basic Martial arts and Loves Training people For there Fitness. Specialized In CALISTHENICS AND BODY WEIGHT TRAINING.,Fitness,0,17584,17584,723295,740879,0
612,UCuu-lDX8BL4JHmrH2GlZP9A,Star Trac Fitness,2008-12-17,,Fitness,1,2107,2107,648255,650363,0
598,UCyPGVSzkHf39fweU6_kqs5w,Bullworker Fitness,2008-03-01,,Fitness,4,1279,1279,596013,597296,0
674,UCtE1l7hJ1helcsyxoquNDvQ,NBO FITNESS,2012-06-29,"YOUTUBE FITNESS PERSONALITY, TRAINER, FAMILY MAN AND PART-TIME PS4 GAMER! MY MOTTO IS....... MAKE GAINS, FUCK EXCUSES! GO TO MY ...",Fitness,7,0,0,578425,578432,0
640,UCd6fjx-FmvP4LjTYasblAGQ,U.S. Forces Fitness,2009-10-22,Fitness training by the Military. Prepare to sweat!,Fitness,0,2764,2764,561124,563888,0
603,UCJvjPECnJ4A4rMDNRjBrgVQ,JTAT FITNESS,2015-09-09,Welcome to JTAT FITNESS! We are here to help you. Join Andy and I. Join our journey. Join the revolution.,Fitness,0,7521,7521,556322,563843,0
588,UCqR67pNFzjR1bDCd-KMHxLA,Qureshi Fitness,2017-07-16,I will Provide You Complete Nutrition And WorkOut Plan for Your Fitness Goals To AchieveYour Dream Aesthetic Physique.. This Channel Is To Help My ...,Fitness,0,6673,6673,460759,467432,0
653,UC4VRWqQ-caHC_m5Z8urykBg,Speed Power Fitness,2013-01-15,"Your one stop shop for strength, power and performance training information.",Fitness,2,1141,1141,463695,464838,0
602,UCa5AM2ROxPXRE7xxSlqWmLg,GoFit Fitness,2010-10-11,This channel shows GoFit fitness product use videos and DVD workouts.,Fitness,0,1112,1112,382547,383659,0
594,UCByfiQ_6WJFQLPX2ykI-5mA,Mikey's Strength and Fitness!,2016-11-21,BODYBUILDING AND FITNESS” From The 70s Till The Present..,Fitness,0,1041,1041,349904,350945,0
673,UCXFazK2sRYkuNgZ_Xs7BKUg,Batman Fitness,2016-11-06,Salut à tous je suis Batman fitness de la vérité.,Fitness,0,881,881,211629,212510,0
624,UCiJH_orU3bPAUvdrcu2MQYA,Time Fitness,2013-09-21,"Dear friends, There is no secret that video is the best way to market your organization's products or services. More and more companies make use of platforms ...",Fitness,0,1627,1627,199668,201295,0
601,UCRI9xfp12Qb4B9zcLov2myg,Fitness.ee,2009-07-01,"Fitness.ee - tervis, jõud, ilu. Videod fitnessi ja kulturismimaailma tegemistest ja toimetamistest. Fitness.ee - health, strength, beauty. Videos about fitness and ...",Fitness,0,333,333,143530,143863,0
620,UCprQ4RvbELHVZ_721tTCo3w,Freemotion Fitness,2010-08-06,"FreeMotion Fitness was founded in 1999 based on a simple observation: One-dimensional training doesn't carry over to a three dimensional world, a place ...",Fitness,0,1001,1001,140086,141087,0
625,UCwS7o_WbRMbfyPyymZyEgag,Alpha Male Strategies Fitness - AMS,2017-12-26,AMS Vlogging Channel.,Fitness,0,6999,6999,121622,128621,0
671,UCPlqUggohC1vldNi3biHkvA,Fitness Incentive,2010-10-18,"Watch, learn and enjoy Fitness incentive instructional and informational videos, including our popular FI Minute and Cookin' with Cor video series.",Fitness,0,170,170,104332,104502,0
604,UCalxEWhIByjQB-V2j4Sg94A,Marissa Roy Fitness,2013-09-22,"Fitness, Bodybuilding, Lifting, Food, Flexible Dieting, NPC Bikini.",Fitness,0,1608,1608,65869,67477,0
622,UCa4ekTc9VXhR4st3wW6QMPg,Dreamwalker Fitness,2007-04-06,"What's going on! Dreamwalker Fitness is all about fitness (yes, really), nutrition and lifestyle vlogging! My name is Andonny and I am a soon-to-be certified fitness ...",Fitness,1,1105,1105,65905,67011,0
614,UC-lIgPvuoX7m0ka1b3plK8w,Fly Dance Fitness,2016-05-17,"Have you ever noticed a night on the town with friends seems to go by in an instant, but an hour on the treadmill seems like an eternity? At Fly Dance Fitness, we ...",Fitness,0,323,323,66499,66822,0
595,UCNypcPO_Zyvc3lt6NtI-Hug,Phoenix Fitness,2015-03-08,"Second chances, self improvement, reinvention, never too late, don't give up are all things that Phoenix Fitness represent! No matter if it's bad gym sessions, ...",Fitness,0,527,527,63672,64199,0
629,UCPZqJB-gQvbCn2D0DpUtxVw,RICK fitness,2017-05-16,,Fitness,0,219,219,54042,54261,0
680,UCi4gGsIyk2POksHpqB5S6Xg,Fitness For All,2011-01-03,"High pressure jobs, serpentine traffic and overcommitted social calendars leave you with no time to exercise? Don't worry, fitness is now just a click away.",Fitness,147,51552,51552,0,51699,0
628,UCfKHHPAL299huGAhAJdYWyg,Elite Fitness With Steve,2015-05-05,My channel is here to HELP; it is that simple. Having a way to help people has always been a dream of mine. Born with a compromised immune system and ...,Fitness,0,216,216,50888,51104,0
607,UCY7EMH_iyApSnTGTMAKI-UA,Tofu Fitness,2017-03-06,"Hey everyone, we're a vegan family of three. We created this channel to show that you can live a happy, healthy life while following a plant based diet. Thanks ...",Fitness,0,1312,1312,23440,24752,0
610,UCFrVC490asE2mXoYJzxpOZA,Amanah Fitness,2015-02-26,"Amanah” is the Arabic word for “trust”. As Muslims, we believe that our bodies are a precious “trust” to us from God, and we must be serious about taking care of ...",Fitness,0,895,895,17796,18691,0
619,UCyvPpCpYpcg2c56yVckbHrw,KSK Fitness,2017-04-22,17 years old - Natural Bodybuilder - Instagram.com/kskfitness.,Fitness,0,144,144,4731,4875,0
180,UCFTVNLC7ysej-sD5lkLqNGA,Yuka Kinoshita木下ゆうか,2014-05-21,毎日１８時にアップします！（できるだけ） こんにちは、木下ゆうかです！ 食べる事が大好きで、大食いの動画をメインに投稿しています！...,Food,0,4197914,4197914,1441155009,1445352923,Popular
