,index,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Upload Frequency,Popularity,Label
222,499,UCbZG-0SLWjNIP8tqtKEVoNg,ANLYA MODEST,2016-06-26,Let's talk about : M O D E S T   F A S H I O N   I N S P I R A T I O N  & I N T E R S E C T I O N A L I T Y & P O S I T I V I T Y ! Bienvenue !! Welcome!! FRENCH GIRL ...,Fashion,0,11945,11945,252085,15,264030,Inconsistent
223,512,UCLnOeLmKbbOa8gaWnS5slGg,Men's Fashion | Video Shop,2017-10-23,Men's Clothing Browse the full selection in our Men's Clothing Store and check out our edits for inspiration on top trends and brands. Men's Shoes Whether it's ...,Fashion,0,594,594,223378,1,223972,0
224,525,UCHiZ7EgQlrhEqpz0thNbB_A,Fashion gearZzz,2017-07-14,,Fashion,0,0,0,209253,1,209253,0
225,510,UC0SzfTrkZYMMhYXJZKaXEkA,Women Fashion UK | Video Catalog,2017-10-19,,Fashion,0,210,210,121784,1,121994,0
226,511,UCKtAtnO7m01SfURsk9lHthw,Kids Fashion Collections,2016-06-30,Top Selected Kids Fashion Collection from top brends.,Fashion,0,223,223,103907,1,104130,Popular
227,502,UCJbhORt7f6-FbxpBHg8bV6A,SET Fashion,2014-04-09,"""Authentic styles designed for urban individuals"" SET is a progressive premium brand that stands for a contemporary, urban casual look. The collection's ...",Fashion,0,0,0,27929,121,27929,Inconsistent
228,478,UC43jOJ-77Q0Af_qsR6IHiTQ,Fashion Fuckery,2017-03-26,"fashionfuckery Fashion, News, Hiphop culture. Im aware this will be shit to start off with but with time the videos will get better. love Geo.",Fashion,0,1483,1483,26178,9,27661,Inconsistent
229,505,UCrdRUFH9aZy1kC0H1YIKdOg,The Fashion Scene,2015-06-06,"Sharing fashion-related content from Asia and around the world. Brunei-based, global mindset.",Fashion,0,131,131,22761,58,22892,Inconsistent
230,504,UCBZl4CWrHdhhUIDYNcls9FQ,Fashion 21 Live TV,2016-03-20,"Description Fashion 21 Live is a cutting-edge, global Online TV network which focuses on the synergy between fashion and TV. The channel features a unique ...",Fashion,0,0,0,19098,13,19098,Inconsistent
231,487,UCvJ4dQ1SGfk1uY71MHkXujg,Fashion Mintea,2013-09-08,,Fashion,0,434,434,8013,186,8447,Inconsistent
232,490,UCVmPyrwjL0wepDhmvgzlOcA,The Fashion Archive,2018-01-11,Documentation On Anything Fashion & Entertainment.,Fashion,0,348,348,7590,3,7938,0
233,577,UCiP6wD_tYlYLYh3agzbByWQ,FitnessBlender,2010-01-19,Over 500 free full length workout videos + new workouts every Monday - Subscribe to never miss a new workout! Track your workouts and progress with our free ...,Fitness,678,4958359,4958359,798384732,9,803343769,Inconsistent
234,672,UCIJwWYOfsCfz6PjxbONYXSg,blogilates,2009-06-13,"Full length POP Pilates, PIIT28 and fun Bootcamp Sculpting workouts to Top 40 Hits with certified fitness instructor Cassey Ho. Make sure you download the ...",Fitness,2117,4146479,4146479,564540071,6,568688667,0
235,626,UCtcQ6TPwXAYgZ1Mcl3M1vng,CrossFit®,2008-02-05,"CrossFit® is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, ...",Fitness,309,1219669,1219669,538223450,1,539443428,0
236,633,UC4FhvdvgZU5CVbXi2uWgiZg,TwinMuscle,2010-09-21,"Keith and Kevin Hodge, the Hodgetwins, are famously known for their comedy, fitness commentary, and relationship advice on their YouTube channels ...",Fitness,14964,1951744,1951744,421093832,3,423060540,0
237,579,UCEtMRF1ywKMc4sf3EXYyDzw,ScottHermanFitness,2009-05-25,NEW VIDEOS EVERY TUESDAY & THURSDAY! Scott Herman Fitness is here to help you reach your goals. With quality content here and on ...,Fitness,4938,1839096,1839096,334093748,3,335937782,0
238,641,UCg_tz2iw7_-gf2xIL-DdM2g,Kali Muscle,2008-04-10,"I'm here to Motivate and Inspire. I upload daily videos relating to Fitness, Gaming, Cooking and Vlogs. Thank You For Supporting My Channel!",Fitness,570,1691286,1691286,310361149,2,312053005,0
239,580,UCBINFWq52ShSgUFEoynfSwg,POPSUGAR Fitness,2010-11-22,"POPSUGAR Fitness offers fresh fitness tutorials, workouts, and exercises that will help you on your road to healthy living, weight loss, and stress relief. Check out ...",Fitness,96,2096337,2096337,288447000,5,290543433,Popular
240,659,UCfzp-VtceORLoJlX32OcbdA,BikiniModelFitness,2010-05-21,"The best, hottest, and Sexist Female Fitness and Bikini Models teaching you how to get a hot body.",Fitness,193,962758,962758,267731862,10,268694813,Inconsistent
241,638,UCD0nBMLdq_KbIK9u-mzpNkA,BeFiT,2006-08-12,"Get high-quality workouts & re-shape your body from head to toe with BeFit! Transform yourself with top fitness trainers like Denise Austin, Jane Fonda, Billy ...",Fitness,281,2825264,2825264,259282708,4,262108253,0
242,583,UCyqR7WkL8i1b6xtSssDmW9w,The Fitness Marshall,2014-09-11,BOOTIES AT ATTENTION! Get ready to sweat yourself sexy with The Fitness Marshalll!! Original Cardio Concerts created by Caleb Marshall. Choose your songs ...,Fitness,0,1266944,1266944,200353636,10,201620580,Inconsistent
243,647,UCU1iJ2ChGwaNLvBjip0p2Ag,Christian Guzman,2012-03-16,The Official Page Of Christian Guzman.,Fitness,58,828021,828021,180811475,3,181639554,0
244,678,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,2014-06-24,"Join the #FizzFam! We make DAILY videos where our mission is to make you smile! SUBSCRIBE FOR A DAILY DOSE OF HAPPINESS! Hold on, let's properly ...",Fitness,0,732649,732649,148573031,1,149305680,0
245,674,UCM49GyZHNJOtv4ZSswMzy8A,Zumba,2006-06-01,The Zumba® program is a fitness-party with a contagious blend of Latin and international rhythms that provides a fun and effective workout to a global ...,Fitness,722,756244,756244,143584314,4,144341280,0
246,639,UCaHx0T1LWrVKWF1XfWWLSuw,OmarIsuf,2009-04-12,FOR BUSINESS E-MAILS CONTACT sales@raskolapparel.com.,Fitness,708,706957,706957,140973649,2,141681314,0
247,683,UClzDIMsdz5O5hHNz4iRgGTw,Health And Fitness,2013-10-07,T-series presents Guru Mann's Health and Fitness Channel. One stop place for all your health queries and fitness programs. Guru Mann a Certified fitness ...,Fitness,0,1118779,1118779,116254251,4,117373030,0
248,627,UCzzYnZ8GIzfB1Vr3hk2Nj9Q,Tiger Fitness,2009-11-20,"NEW VIDEOS DAILY! Fitness channel led by TigerFitness.com CMO/MTS Nutrition CEO Marc Lobliner covering all topics related to fitness, current events and ...",Fitness,378,354632,354632,94713635,1,95068645,0
249,592,UCUtuu_E98WkoEYZbLaqj0og,Female Fitness Motivation,2015-04-17,"Hi? If you would prefer to see or not to see your work here, please write to our email stepyurch@gmail.com, and the video will be added or deleted in a few ...",Fitness,0,180857,180857,94439629,2,94620486,0
250,595,UChXRi2xTPZ8J5lznBNuMCOw,Rohit Khatri Fitness,2016-12-19,"hello to all this is Rohit Khatri - i make ajeeb videos. My videos make, Men out of boy. So, keep loving and subscribe to my YouTube channel for more updates.",Fitness,0,1834883,1834883,87605324,2,89440207,0
251,685,UCHR8buHJs3fPOIuWQx_dkCw,Adicto Al Fitness,2013-02-07,"Creemos firmemente que puedes conseguir lo que te propongas, sólo hace falta trabajo duro, disciplina y objetivos claros!! Aquí te daremos Consejos de ...",Fitness,1,971780,971780,83468667,5,84440448,0
252,634,UCb1sAjU1m57NqTdGpvao8Sg,MrYorkieLover Fitness,2009-05-04,"Bodybuilding, Nutrition, Leroy Colbert, Astrology, Surf & Skate, & Dating.",Fitness,167,0,0,77188309,3,77188476,0
253,688,UCqVof1x_T_7xEcv4_LQetOg,Dance Fitness with Jessica,2014-02-20,Hey Ya'll! my name is Jessica! I have been teaching dance classes for over 6 years now. My goal is to help inspire and motivate people to make positive ...,Fitness,0,510145,510145,74701175,6,75211320,0
254,667,UCrd4Hfglr4EczsLXKdGvCLA,Zuzka Light,2011-12-17,"My name is Zuzka Light, and my channel is all about Fitness, Healthy Lifestyle and Holistic Health. I post tips about exercise and diet every single week.",Fitness,1914,583718,583718,71118583,8,71704215,Inconsistent
255,656,UCwher3o4YKb85XUztEh53Eg,Lee Hayward,2006-11-08,Since 1999 my Total Fitness Bodybuilding website has been online helping people build better bodies. I've been around since the start of the online ...,Fitness,3489,252645,252645,69717051,6,69973185,0
256,619,UCXTo3dt8TiauxltUe2HJdhg,Rogue Fitness,2009-01-27,,Fitness,0,228210,228210,68311456,5,68539666,0
257,662,UCEFHwgY3M8_4w1T5QpC_i_A,My Fitness Girls,2014-02-03,MY FITNESS GIRLS is a channel that features various motivational videos performed by models and fitness athletes. The channel contains several videos about ...,Fitness,0,0,0,64754363,3,64754363,0
258,640,UCFMFYU4YCZ0X0oft8AawOcg,Williams Fitness,2016-02-28,"""Home Of The Gainz"" The Protein Works Discount   20% OFF EVERYTHING LINK: http://bit.ly/2sX3vyz CODE: WILLFIT20 Support The Channel   ...",Fitness,0,103190,103190,63070276,1,63173466,Popular
259,629,UCNqbcf-5nORpyfzrqQNLSVw,Jason Blaha Fitness,2013-10-18,"Jason Blaha Fitness covers training, nutrition and social information around the topics of gaining muscle, losing fat, improving athletic performance & fitness for ...",Fitness,0,0,0,59557456,1,59557456,0
260,581,UConrMq-4C_ykPGueZ1qczlg,superherofitnesstv,2011-09-27,My name is Keaira LaShae. I'm a SINGER/DANCER and professional fitness trainer!! SIGN UP NOW to IfYouCanMove.com to get BRAND NEW WORKOUTS ...,Fitness,265,721093,721093,57851882,10,58573240,Inconsistent
261,677,UClVxlTdjXCH02L9WtiPu_rg,Kanekin Fitness,2014-11-12,Hey everyone! 「金筋」へようこそ！筋トレや健康生活に興味があるなら、このチャンネルは君にぴったり！:）,Fitness,0,189656,189656,55326345,5,55516001,0
262,676,UCb1TOrjCWjxnAomfr6n_bpQ,ERNEST DIFT - THE FITNESS BOY,2014-03-25,"""El fitness, es mi manera de enfocar la vida de una manera distinta. Saludable e invasora, que siempre esta ahí para hacerme sentir bien. Conócela y.",Fitness,0,638991,638991,53953677,7,54592668,0
263,673,UC1CVzH-XVr3E-kTT6D8hhfg,FitnessFAQs,2010-01-08,Build Muscle & Strength by Bodyweight.,Fitness,271,492097,492097,53937392,8,54429760,Inconsistent
264,631,UCMIa0Y6LYsnkduN7fCKBx-A,Rhyanna Watson,2013-01-25,"Welcome to my world of fitness & fun! I'm Rhy a fitness enthusiast. Staying fit, trying new things & enjoying life is something I strive for everyday. My Channel is ...",Fitness,0,99096,99096,50549676,1,50648772,Popular
265,585,UCiH4auDlkM0tgn9ewT3B1Vw,Sascha Fitness,2014-06-26,"Hola Chicos! bienvenidos a mi canal, un espacio lleno de información y motivación! Mi objetivo es que aprendan muchísimo, tengan todas las herramientas ...",Fitness,0,961630,961630,46829637,7,47791267,0
266,642,UCmaqzK94PwSEDET8HEQ_pTQ,Generation Iron Fitness & Bodybuilding Network,2012-05-08,Welcome to the Generation Iron Fitness Network. The number one source for everything bodybuilding. Providing exclusive original content that continues to ...,Fitness,0,186545,186545,46329673,1,46516218,0
267,679,UCcxfwrMPiJU47se3xpdrpQw,UNSATISFIED - Ege Fitness,2016-07-02,UNSATISFIED !! Refused to be AVERAGE !!,Fitness,0,0,0,45500490,6,45500490,0
268,680,UCi0AqmA_3DGPFCu5qY0LLSg,Rebecca-Louise,2012-09-22,"Welcome to the #RALPHIES! A fun loving community working out together and inspired to be more! Join us to get confident, strong and have some FUN!",Fitness,1,399489,399489,43872233,5,44271723,0
269,586,UCdnioRJZSXZoj5cl9Oys-nA,Lex Fitness,2010-02-08,"The Official YouTube Channel of Lex Griffin The truth about how to get in real shape! Plus a look at my life in the fitness world: The Travel, The Training, The ...",Fitness,28,430720,430720,41408877,4,41839625,0
270,665,UCFoe1jpBJZB9sPUDoLMykGA,Lumowell - fitness | Español,2014-12-23,Wellness y fitness evolucionado. Videos para mejorar la salud y el bienestar.,Fitness,0,438549,438549,39190727,1,39629276,0
271,645,UC2ycqdFV0EmY5LmfM9mWkQg,Brian Turner,2012-11-22,"My name is Brian Turner and I'm an 9 year natural vegan bodybuilder who's here to relate, teach a bit and have fun with you guys through my videos! I live in ...",Fitness,6,244226,244226,37684627,3,37928859,0
272,587,UCnyOvzIf2RJFmAVZWI-wS0A,FITNESS ADDICT,2015-10-08,"TYRONE THE FITNESS ADDICT IS A BODY BUILDER HERE TO HELP, INSPIRE AND MOTIVATE. IF YOU HAVE ANY FITNESS RELATED QUESTIONS DONT ...",Fitness,0,314941,314941,34147355,3,34462296,Popular
273,671,UC3g6isgZShtLsfpY-MBawmw,Sam's Fitness - Gym Equipment,2009-01-14,"Sam's Fitness - Gym Equipment is the Australian distributor of Barbarian Line, Powertec and Ironmaster gym equipment. We stock a complete range of squat ...",Fitness,0,76063,76063,33964026,8,34040089,Inconsistent
274,681,UCU7J3bxynfGRz--EFZ9-Dvw,Rob Lipsett,2011-11-14,The official YouTube channel of Rob Lipsett.,Fitness,0,364585,364585,33341446,6,33706031,Popular
275,675,UCynYFK5Rt5yXdG7Sw0hbAgg,Brett Cap,2013-03-22,"I'm here to help you help yourself. My guy and girl-friendly, at-home and gym workout routines are easy to follow at any fitness level. I also share healthy recipes ...",Fitness,394,544335,544335,29206036,14,29750765,Popular
276,654,UCNfwT9xv00lNZ7P6J6YhjrQ,Brandon Campbell Diamond,2012-04-24,Lift heavy. Eat Well. Gains.,Fitness,181,178987,178987,29150788,3,29329956,0
277,603,UCGaweJW8AnsV2ogktwOaWhQ,K's Perfect Fitness TV,2011-06-22,"Welcome to K's PFTV - I'm Kristen. I'm an American professional dancer & personal trainer based in London, UK. My channel is all about fitness, workouts, and ...",Fitness,45,176039,176039,27625232,7,27801316,0
278,658,UCWz3CWyJHJMiK8IzNnmJw5Q,Road To Glory,2013-08-22,B a part of a German Fitness Channel that makes differences! Follow ✓ Share ✓ Impressum: http://shop.myroadtoglory.net/Impressum.,Fitness,2,122269,122269,26200097,3,26322368,0
279,604,UCXCXlnpZq5iHqGI8DA9mv5g,Fitness Instagram,2016-09-06,Регулярные видео фитоняшек и бикининисток из инстаграм. Их тренировки и позирования перед камерой. Ежеднев...,Fitness,0,65454,65454,25877959,1,25943413,0
280,588,UCKO8zrU3WTo_L-QZw3VQ1aQ,Koboko Fitness,2016-06-14,Fitness channel with the BEST at home workouts for women. I am a Certified Personal Trainer (CPT) trained by the American Council on Exercise and Stanford ...,Fitness,0,324165,324165,23004651,3,23328816,0
281,637,UCNuhsivb85Co_zmwBbYDHKQ,barthelfitness,2009-07-31,"Barthel Fitness is a youtube channel revolved around fitness and bodybuilding. Videos in the kitchen, the gym and so much more. We are also a global ...",Fitness,1094,80320,80320,23001166,1,23082580,0
282,686,UCNo5ccPlcZJ2f82olCRebDA,HappyAndFitFitness,2012-11-02,"Atemberaubende Beine? Knackarsch? Definierte Arme und ein starker Rücken? Um fit zu sein, brauchst du kein Fitnessstudio! Trainiere da, wo du gerade bist.",Fitness,0,150280,150280,22697621,11,22847901,Inconsistent
283,653,UCn2DsMZcx7zrzaIWs58eX2w,Aleš Lamka - Fitness,2014-04-19,Aleš Lamka - Fitness -- Like a superhuman -- Dělej co tě baví! - Online trenér - http://aleslamka.cz/online-trener/ - Tréninková videa - Aktuální informace o mém ...,Fitness,0,123398,123398,22661878,1,22785276,0
284,643,UCwJfDTNqtM5n-dQBfuuHzYw,Men's Health,2009-03-25,"The official YouTube channel for Men's Health magazine. Actionable tips and expert advice on fitness, health, nutrition, weight loss, sex and relationships, style, ...",Fitness,21,193958,193958,18239952,4,18433931,0
285,660,UCW6EhFcuDNhi9XWMYlxTw5g,Melissa Bender,2007-08-06,"100% Free Home Workouts! New exercise videos 3-5 Days Per Week. Full Workout Breakdowns, Huge Variety of Exercise Moves, Recipes, and Tips for Healthy ...",Fitness,26,107563,107563,16685576,9,16793165,Inconsistent
286,617,UCwGqtA3ol2I1bYeFr0pvZGQ,Angel Fitness,2014-01-26,"Acest canal este creat pentru tine, incepator sau nu, in domeniul de fitness, pentru a-ti oferi informatii legate de nutritie, antrenamente, exercitii, provocari, ...",Fitness,0,110421,110421,15512208,4,15622629,0
287,648,UCeqR0F3O1V11CiiOaJbd1pw,MattDoesFitness,2013-03-20,My name is Matt and I do fitness. I also eat quite a lot...,Fitness,2,140133,140133,15410222,3,15550357,0
288,664,UCvCwGWW0od-BCfRtU2euaLg,SeanVigueFitness,2009-08-16,"New workouts posted each week* Hello friend! I have the honor of being the ""Most Watched Online Yoga and Pilates Guy"" and was recently named one of the ...",Fitness,123,123728,123728,15005645,3,15129496,0
289,578,UCXxIurzUx2ztE6D5IzcyTcw,Love Sweat Fitness,2014-01-02,"Good Things Come to Those Who Sweat! Subscribe to Love Sweat Fitness to be a part of Team LSF! New videos every Monday w/ no-equipment, at home ...",Fitness,0,291162,291162,14836276,5,15127438,0
290,684,UCtg-WxwloE0cwFeIea7ckqw,Tony Horton,2013-09-17,"Tony Horton has created some of America's most groundbreaking fitness programs—P90X®, P90X2®, 10-Minute Trainer®, Power90®, and now ...",Fitness,0,219458,219458,14228072,19,14447530,Inconsistent
291,646,UCrnXgvpJ56xtqVvsKh8RYYw,BigJsExtremeFitness,2009-03-07,A HardCore Gym for REAL results!! Passionate about spreading knowledge on safe INTENSE training no matter how young or old you are. We are all brothers ...,Fitness,794,103249,103249,12970370,3,13074413,0
292,576,UC4urAor1TKMTzlR2N9wFioA,Brittany Dawn Fitness,2014-03-17,"Hello there! I'm Brittany Dawn: a blonde-headed Texas girl who loves all things fitness, food, and beauty related. My videos typically consist of my meals, ...",Fitness,0,216772,216772,11964351,5,12181123,0
293,690,UCYbKyDZMx_Oj8vKJX65z6NQ,BroSep Fitness,2014-03-30,Sepehr Bahadori - 24 jähriger Pro Natural Bodybuilder und Student aus Deutschland. Deutscher Meister im Natural Bodybuilding und Gesamtsieger aller ...,Fitness,0,60952,60952,11405224,4,11466176,0
294,670,UCrF6sYzdIgo64yi5GlcSsDw,Pain & Gain Fitness,2011-03-28,Management: Christian Torres Video Edit: Denisse Marfil Booking Only: markethinkr@gmail.com (Business Only) For Questions and Comments: ...,Fitness,12,0,0,11435026,6,11435038,Popular
295,689,UC55arnpcgz2f1BuqmyzrHdA,GoKo Fitness,2014-10-25,"Moin Leute, dieser Kanal dient maßgeblich der Aufklärung zur dunklen Seite des Kraftsports. Ich bin dazu gekommen, da mich immer mehr gerade junge ...",Fitness,0,64620,64620,11238656,5,11303276,0
296,682,UCLM7hSlT14X9FQbskiexIQw,Feminine Fitness,2013-05-02,,Fitness,1,71261,71261,10802730,17,10873992,Inconsistent
297,661,UCXqj4IW0j9xMUxaHbLlerOA,Fitness & Music,2014-05-02,"The channel dedicated to those who love taking care of his health and body. Aerobics, Fitness, Workout, Jogging, Running, etc. in the best playlist to enhance ...",Fitness,0,30972,30972,9225615,2,9256587,0
298,597,UCc65EHryRX6YTgwG20wxGXw,NJ Fitness,2012-03-12,"We are certified Zumba® instructors from India,Hyderabad. Naveen Kumar and Jyothi Puli.We show our Passion and Love towards Zumba fitness. We started ...",Fitness,0,36369,36369,8723244,10,8759613,Inconsistent
299,635,UC77goSo0vhnhNqHC5qersNg,IFBB TV Official,2011-04-12,The International Federation of Bodybuilding and Fitness (IFBB) is a competitive bodybuilding organization founded in 1946 by brothers Ben and Joe Weider.,Fitness,4,29568,29568,8675746,5,8705318,0
300,657,UCYf8u3wvgty9YJ_lwXtjKWA,Gamers Fitness Group,2013-08-28,Gamers Fitness Group is a channel for The gamer who not only wants to stay fit but also still stays true to their roots as a Gamer. GFG is a channel to show others ...,Fitness,0,33259,33259,8562816,1,8596075,0
301,652,UCGEHjlrUbMIU2Z4BDAqRTEQ,FITNESS Magazine,2006-09-26,"At FITNESS Magazine, we're here to help you get healthy with workouts, healthy recipes and diet plans, fitness and beauty advice and inspiring success stories ...",Fitness,31,32248,32248,7771787,8,7804066,Inconsistent
302,593,UCwXvdfehcNUsoVmI5VNyDZQ,Heaven Seven Fitness 777,2014-05-13,"Hello Welcome❤SUBCRIBE MY FITNESS MOTIVATION CHANNEL THANKS SO MUCH❤ All about Fitness, Workouts, Diet Tips, and Exercise Beautiful ...",Fitness,0,23882,23882,7512996,7,7536878,0
303,687,UCDlzhl0gOmqB_iV6C39wiTw,Boyko Fitness Family,2014-10-09,,Fitness,0,106589,106589,7391946,13,7498535,Inconsistent
304,655,UCNeLFVqmsz1ykGWxIzapHHw,Men's Fitness,2012-06-19,"Men's Fitness Magazine: Everything for every man. Improve your strength, endurance, health and style with expert tips.",Fitness,0,34692,34692,6687756,5,6722448,0
305,644,UCnR_8DU5JCG0y95uI_5ynPw,Ben Greenfield Fitness,2008-07-15,"Nutrition, exercise, fat loss and health videos from http://www.BenGreenfieldFitness.com, the web's top source for free performance, nutrition and fat loss advice, ...",Fitness,12,34996,34996,6357904,3,6392912,Popular
306,628,UC41kgkOx1d3S2qrcSfjRBuA,Fitness Models,2014-08-04,Fitness Models is your fitness universe.,Fitness,0,0,0,6189065,1,6189065,Popular
307,614,UCZP1pu-K5ln7GQfv4oQQ00Q,Fledge Fitness,2006-06-01,Fledge Fitness is dedicated to bringing you top quality weight loss information. Lose weight using intermittent fasting and see how great your body will feel and ...,Fitness,15,67926,67926,5858703,3,5926644,0
308,609,UCaD8iiVr2i1GSP1oaEKSOzg,Z Sweat Dance & Fitness,2016-05-07,"Hello and welcome to our channel! Z Sweat Dance and Fitness is a new studio in Maryland, US. Opened by two friends and entrepreneurs, Mariela and Nati, our ...",Fitness,0,12327,12327,4524496,14,4536823,Inconsistent
309,582,UCsOhTZB6d41g0xStQzO_qxQ,SA Fitness,2017-08-23,SA First Fitness TV Please subscribe to our channel and like our videos This channel is not affiliated with any political party and therefore we somehow don't ...,Fitness,0,10417,10417,4429385,2,4439802,0
310,630,UC-SvIaMolsKG21sCBHDJFBA,Fitness Atlantic,2006-09-03,"""From Spectacular Staging with Concert Music and Lighting, This one has it all!"" ""The Fitness Atlantic Championship is one of the largest fitness, model, and ...",Fitness,16,5141,5141,3885717,11,3890874,Inconsistent
311,598,UCPbyT8IyohY6V8ZVfI9uHug,Lucy Davis Fit,2016-01-27,"Hello, hiiiiii and welcome to my channel! I'm Lucy, 21 year olds with a huge passion for fitness and living a happy and healthy lifestyle! I'm currently living in ...",Fitness,0,79680,79680,3093743,6,3173423,Popular
312,632,UC9Jo9_zmVw5n9jrmAOB6BnA,WILLITARY FITNESS! FIT FUN AT HOME!,2007-05-19,POWERFUL WORKOUT ROUTINES TO HOT MUSIC!,Fitness,1,21685,21685,2917442,1,2939128,0
313,606,UCMgTNTP-Kw5kWBhs0pcaOwA,Celebrity Fitness,2010-03-15,Celebrity Fitness pioneered the concept of combining a fitness center and entertainment.,Fitness,2,1452,1452,2184670,33,2186124,Inconsistent
314,615,UCtsx-BiD2FX52w-0rS6A-YQ,Urdu Health and Fitness,2017-08-11,Is Channel Par Hum Har Roz Aap Ke Liye Video Upload Karte Hain.Aap Un Ko Dekh Kar Apni Health Se Related Fawaid Utha Sakte Hain Aur Healthy Life Jee ...,Fitness,0,8220,8220,2107329,3,2115549,0
315,663,UCe48zO2uEpUP-XtI8rxv6sg,Relentless Jake Fitness,2013-06-04,Welcome to my fun workout channel where fitness is life! My goal is to make fitness and working out enjoyable and adaptable for everyone looking to get into the ...,Fitness,0,30133,30133,1787569,1,1817702,0
316,622,UCF6_9wm4-uMD1zEZmJWJeAQ,Biviany BDT Fitness,2011-10-06,"my channel is about being healthy, work outs, healthy choices, beauty, make-up, hair tutorials, word of advises and what ever i can do for you guys.",Fitness,0,37725,37725,1486706,10,1524431,Inconsistent
317,651,UCGiexTMZyCgAcypIvqhpVgQ,EVOLVE FITNESS & HEALTH,2013-11-28,"Daily videos instructing how to perform new exercises, and occasional playlists showing you quick workouts you can do anywhere, based on the Evolve ...",Fitness,0,4631,4631,1489875,26,1494506,Inconsistent
318,589,UCTmN4_WItWyEQKTrOPis1OA,The Fitness Sisters - Rachel & Emma Dillon,2014-04-27,"Hey babes! It's The Fitness Sisters! Welcome to our YouTube Channel! Embracing health and fitness has changed our lives, and we want it to change yours too!",Fitness,0,35426,35426,1222190,8,1257616,Inconsistent
319,611,UC4bcZ2b4kS4sOHsCPyBXcDg,Fitness Gang Kerala,2017-05-15,"Fitness tips in malayalam and english: we cover topics related to yoga, gym, zumba, salsa, motivation, personality development, various health and well being ...",Fitness,0,29391,29391,1190303,8,1219694,Inconsistent
320,625,UCC9lN20FuCXMAm1PbDX9GpA,LIONZ Fitness,2017-08-10,"Original LIONZ Fitness, about Fitness Motivation, Workout Motivation, Bodybuilding Motivation.",Fitness,0,12691,12691,1164164,6,1176855,0
321,650,UCU6G1fkeesHqjJAC2oM4lyg,Premier Fitness Systems,2010-03-17,Premier Fitness Systems is a Fitness studio located in Scottsdale Arizona. Our mission is to motivate and educate individuals to achieve a healthier way of life.,Fitness,2,4561,4561,1014456,2,1019019,0
322,608,UCc8ZklqgSPSUZ6yW71aHTgw,Horizon Fitness,2010-10-07,,Fitness,0,1500,1500,847735,44,849235,Inconsistent
323,610,UCTVF47O4nrLDMRKkxtAppag,Saurabh's Fitness,2017-06-06,A normal Guy Who knows Some Basic Martial arts and Loves Training people For there Fitness. Specialized In CALISTHENICS AND BODY WEIGHT TRAINING.,Fitness,0,17589,17589,724557,4,742146,0
324,607,UCuu-lDX8BL4JHmrH2GlZP9A,Star Trac Fitness,2008-12-17,,Fitness,1,2107,2107,648401,21,650509,Inconsistent
325,596,UCyPGVSzkHf39fweU6_kqs5w,Bullworker Fitness,2008-03-01,,Fitness,4,1281,1281,596243,9,597528,Inconsistent
326,669,UCtE1l7hJ1helcsyxoquNDvQ,NBO FITNESS,2012-06-29,"YOUTUBE FITNESS PERSONALITY, TRAINER, FAMILY MAN AND PART-TIME PS4 GAMER! MY MOTTO IS....... MAKE GAINS, FUCK EXCUSES! GO TO MY ...",Fitness,7,0,0,578634,4,578641,0
327,636,UCd6fjx-FmvP4LjTYasblAGQ,U.S. Forces Fitness,2009-10-22,Fitness training by the Military. Prepare to sweat!,Fitness,0,2765,2765,561749,1,564514,0
328,600,UCJvjPECnJ4A4rMDNRjBrgVQ,JTAT FITNESS,2015-09-09,Welcome to JTAT FITNESS! We are here to help you. Join Andy and I. Join our journey. Join the revolution.,Fitness,0,7521,7521,556468,71,563989,Inconsistent
329,584,UCqR67pNFzjR1bDCd-KMHxLA,Qureshi Fitness,2017-07-16,I will Provide You Complete Nutrition And WorkOut Plan for Your Fitness Goals To AchieveYour Dream Aesthetic Physique.. This Channel Is To Help My ...,Fitness,0,6685,6685,462231,3,468916,0
330,649,UC4VRWqQ-caHC_m5Z8urykBg,Speed Power Fitness,2013-01-15,"Your one stop shop for strength, power and performance training information.",Fitness,2,1141,1141,463779,6,464922,0
331,594,UCa5AM2ROxPXRE7xxSlqWmLg,GoFit Fitness,2010-10-11,This channel shows GoFit fitness product use videos and DVD workouts.,Fitness,0,1113,1113,382623,24,383736,Inconsistent
332,590,UCByfiQ_6WJFQLPX2ykI-5mA,Mikey's Strength and Fitness!,2016-11-21,BODYBUILDING AND FITNESS” From The 70s Till The Present..,Fitness,0,1041,1041,349370,1,350411,0
333,668,UCXFazK2sRYkuNgZ_Xs7BKUg,Batman Fitness,2016-11-06,Salut à tous je suis Batman fitness de la vérité.,Fitness,0,885,885,212361,1,213246,0
334,618,UCiJH_orU3bPAUvdrcu2MQYA,Time Fitness,2013-09-21,"Dear friends, There is no secret that video is the best way to market your organization's products or services. More and more companies make use of platforms ...",Fitness,0,1627,1627,199744,10,201371,Inconsistent
335,691,UCT9FDK_i8YKwgx1YiYs6kXA,Rod Montana Fitness,2008-06-17,Canal fitness donde vosotros elegís los temas.,Fitness,33,108441,108441,39480,5,147954,0
